"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","GDP","TOT","USD_CAP","A","2016",49921.108137,
"GRC","GDP","TOT","USD_CAP","A","1970",3094.18256,"E"
"GRC","GDP","TOT","USD_CAP","A","1971",3490.886431,"E"
"GRC","GDP","TOT","USD_CAP","A","1972",3985.624455,"E"
"GRC","GDP","TOT","USD_CAP","A","1973",4523.876381,"E"
"GRC","GDP","TOT","USD_CAP","A","1974",4596.495459,"E"
"GRC","GDP","TOT","USD_CAP","A","1975",5292.432681,"E"
"GRC","GDP","TOT","USD_CAP","A","1976",5887.526017,"E"
"GRC","GDP","TOT","USD_CAP","A","1977",6339.760168,"E"
"GRC","GDP","TOT","USD_CAP","A","1978",7183.216331,"E"
"GRC","GDP","TOT","USD_CAP","A","1979",7935.23367,"E"
"GRC","GDP","TOT","USD_CAP","A","1980",8624.833248,"E"
"GRC","GDP","TOT","USD_CAP","A","1981",9212.073753,"E"
"GRC","GDP","TOT","USD_CAP","A","1982",9610.12929,"E"
"GRC","GDP","TOT","USD_CAP","A","1983",9821.619924,"E"
"GRC","GDP","TOT","USD_CAP","A","1984",10329.200431,"E"
"GRC","GDP","TOT","USD_CAP","A","1985",10881.439157,"E"
"GRC","GDP","TOT","USD_CAP","A","1986",11121.176678,"E"
"GRC","GDP","TOT","USD_CAP","A","1987",11100.841515,"E"
"GRC","GDP","TOT","USD_CAP","A","1988",11942.233261,"E"
"GRC","GDP","TOT","USD_CAP","A","1989",12814.358179,"E"
"GRC","GDP","TOT","USD_CAP","A","1990",13201.055537,"E"
"GRC","GDP","TOT","USD_CAP","A","1991",13952.445453,"E"
"GRC","GDP","TOT","USD_CAP","A","1992",14265.880547,"E"
"GRC","GDP","TOT","USD_CAP","A","1993",14291.412495,"E"
"GRC","GDP","TOT","USD_CAP","A","1994",14821.279481,"E"
"GRC","GDP","TOT","USD_CAP","A","1995",15408.685944,
"GRC","GDP","TOT","USD_CAP","A","1996",16129.223794,
"GRC","GDP","TOT","USD_CAP","A","1997",17154.045242,
"GRC","GDP","TOT","USD_CAP","A","1998",18033.413998,
"GRC","GDP","TOT","USD_CAP","A","1999",18464.726453,
"GRC","GDP","TOT","USD_CAP","A","2000",19518.916358,
"GRC","GDP","TOT","USD_CAP","A","2001",20963.520144,
"GRC","GDP","TOT","USD_CAP","A","2002",22615.957435,
"GRC","GDP","TOT","USD_CAP","A","2003",23870.079146,
"GRC","GDP","TOT","USD_CAP","A","2004",25437.218509,
"GRC","GDP","TOT","USD_CAP","A","2005",25577.445437,
"GRC","GDP","TOT","USD_CAP","A","2006",28519.445058,
"GRC","GDP","TOT","USD_CAP","A","2007",29291.872922,
"GRC","GDP","TOT","USD_CAP","A","2008",30855.935774,
"GRC","GDP","TOT","USD_CAP","A","2009",30365.360391,
"GRC","GDP","TOT","USD_CAP","A","2010",28148.306881,
"GRC","GDP","TOT","USD_CAP","A","2011",26141.091034,"P"
"GRC","GDP","TOT","USD_CAP","A","2012",25284.405782,"P"
"GRC","GDP","TOT","USD_CAP","A","2013",26097.797516,"P"
"GRC","GDP","TOT","USD_CAP","A","2014",26838.582268,"P"
"GRC","GDP","TOT","USD_CAP","A","2015",26902.327613,"P"
"GRC","GDP","TOT","USD_CAP","A","2016",27273.87303,"P"
"HUN","GDP","TOT","USD_CAP","A","1991",8333.217321,"E"
"HUN","GDP","TOT","USD_CAP","A","1992",8279.565707,"E"
"HUN","GDP","TOT","USD_CAP","A","1993",8451.461093,"E"
"HUN","GDP","TOT","USD_CAP","A","1994",8914.90714,"E"
"HUN","GDP","TOT","USD_CAP","A","1995",9176.629355,
"HUN","GDP","TOT","USD_CAP","A","1996",9340.533809,
"HUN","GDP","TOT","USD_CAP","A","1997",9822.407481,
"HUN","GDP","TOT","USD_CAP","A","1998",10411.527436,
"HUN","GDP","TOT","USD_CAP","A","1999",10894.752293,
"HUN","GDP","TOT","USD_CAP","A","2000",11877.972459,
"HUN","GDP","TOT","USD_CAP","A","2001",13230.979472,
"HUN","GDP","TOT","USD_CAP","A","2002",14549.586165,
"HUN","GDP","TOT","USD_CAP","A","2003",15468.299114,
"HUN","GDP","TOT","USD_CAP","A","2004",16245.560332,
"HUN","GDP","TOT","USD_CAP","A","2005",17081.774357,
"HUN","GDP","TOT","USD_CAP","A","2006",18297.951334,
"HUN","GDP","TOT","USD_CAP","A","2007",19030.131729,
"HUN","GDP","TOT","USD_CAP","A","2008",20678.679912,
"HUN","GDP","TOT","USD_CAP","A","2009",20651.761816,
"HUN","GDP","TOT","USD_CAP","A","2010",21534.867422,
"HUN","GDP","TOT","USD_CAP","A","2011",22841.210338,
"HUN","GDP","TOT","USD_CAP","A","2012",23094.473331,
"HUN","GDP","TOT","USD_CAP","A","2013",24464.135959,
"HUN","GDP","TOT","USD_CAP","A","2014",25518.226039,
"HUN","GDP","TOT","USD_CAP","A","2015",26356.313717,
"HUN","GDP","TOT","USD_CAP","A","2016",26851.624935,
"ISL","GDP","TOT","USD_CAP","A","1970",3793.827178,"E"
"ISL","GDP","TOT","USD_CAP","A","1971",4463.31459,"E"
"ISL","GDP","TOT","USD_CAP","A","1972",4868.690666,"E"
"ISL","GDP","TOT","USD_CAP","A","1973",5405.22739,"E"
"ISL","GDP","TOT","USD_CAP","A","1974",6142.2083,"E"
"ISL","GDP","TOT","USD_CAP","A","1975",6670.64048,"E"
"ISL","GDP","TOT","USD_CAP","A","1976",7385.950387,"E"
"ISL","GDP","TOT","USD_CAP","A","1977",8471.921505,"E"
"ISL","GDP","TOT","USD_CAP","A","1978",9537.561886,"E"
"ISL","GDP","TOT","USD_CAP","A","1979",10727.169487,"E"
"ISL","GDP","TOT","USD_CAP","A","1980",12237.691904,"E"
"ISL","GDP","TOT","USD_CAP","A","1981",13807.089691,"E"
"ISL","GDP","TOT","USD_CAP","A","1982",14771.56576,"E"
"ISL","GDP","TOT","USD_CAP","A","1983",14827.047478,"E"
"ISL","GDP","TOT","USD_CAP","A","1984",15832.174112,"E"
"ISL","GDP","TOT","USD_CAP","A","1985",16737.540387,"E"
"ISL","GDP","TOT","USD_CAP","A","1986",18010.546355,"E"
"ISL","GDP","TOT","USD_CAP","A","1987",19808.85608,"E"
"ISL","GDP","TOT","USD_CAP","A","1988",20167.535703,"E"
"ISL","GDP","TOT","USD_CAP","A","1989",20774.483338,"E"
"ISL","GDP","TOT","USD_CAP","A","1990",21629.416458,"E"
"ISL","GDP","TOT","USD_CAP","A","1991",22036.115711,"E"
"ISL","GDP","TOT","USD_CAP","A","1992",21516.148347,"E"
"ISL","GDP","TOT","USD_CAP","A","1993",22088.505909,"E"
"ISL","GDP","TOT","USD_CAP","A","1994",23179.005659,"E"
"ISL","GDP","TOT","USD_CAP","A","1995",23569.106357,
"ISL","GDP","TOT","USD_CAP","A","1996",24428.576404,"B"
"ISL","GDP","TOT","USD_CAP","A","1997",26933.085164,
"ISL","GDP","TOT","USD_CAP","A","1998",28714.10997,
"ISL","GDP","TOT","USD_CAP","A","1999",29542.467339,
"ISL","GDP","TOT","USD_CAP","A","2000",29711.079761,
"ISL","GDP","TOT","USD_CAP","A","2001",31760.447128,
"ISL","GDP","TOT","USD_CAP","A","2002",32515.31575,
"ISL","GDP","TOT","USD_CAP","A","2003",32644.277113,
"ISL","GDP","TOT","USD_CAP","A","2004",35544.054473,
"ISL","GDP","TOT","USD_CAP","A","2005",37338.140559,
"ISL","GDP","TOT","USD_CAP","A","2006",39027.409588,
"ISL","GDP","TOT","USD_CAP","A","2007",41182.178058,
"ISL","GDP","TOT","USD_CAP","A","2008",43049.003302,
"ISL","GDP","TOT","USD_CAP","A","2009",41813.335878,
"ISL","GDP","TOT","USD_CAP","A","2010",39582.073456,
"ISL","GDP","TOT","USD_CAP","A","2011",40769.02509,
"ISL","GDP","TOT","USD_CAP","A","2012",41928.43377,
"ISL","GDP","TOT","USD_CAP","A","2013",44152.643131,
"ISL","GDP","TOT","USD_CAP","A","2014",45712.837676,
"ISL","GDP","TOT","USD_CAP","A","2015",48856.560901,
"ISL","GDP","TOT","USD_CAP","A","2016",52340.490639,
"IRL","GDP","TOT","USD_CAP","A","1970",2457.749938,"E"
"IRL","GDP","TOT","USD_CAP","A","1971",2646.818982,"E"
"IRL","GDP","TOT","USD_CAP","A","1972",2895.704725,"E"
"IRL","GDP","TOT","USD_CAP","A","1973",3147.593945,"E"
"IRL","GDP","TOT","USD_CAP","A","1974",3518.602333,"E"
"IRL","GDP","TOT","USD_CAP","A","1975",3994.224107,"E"
"IRL","GDP","TOT","USD_CAP","A","1976",4205.312116,"E"
"IRL","GDP","TOT","USD_CAP","A","1977",4768.373119,"E"
"IRL","GDP","TOT","USD_CAP","A","1978",5401.235537,"E"
"IRL","GDP","TOT","USD_CAP","A","1979",5932.440647,"E"
"IRL","GDP","TOT","USD_CAP","A","1980",6602.806173,"E"
"IRL","GDP","TOT","USD_CAP","A","1981",7376.809538,"E"
"IRL","GDP","TOT","USD_CAP","A","1982",7926.240353,"E"
"IRL","GDP","TOT","USD_CAP","A","1983",8157.964823,"E"
"IRL","GDP","TOT","USD_CAP","A","1984",8760.339799,"E"
"IRL","GDP","TOT","USD_CAP","A","1985",9284.667975,"E"
"IRL","GDP","TOT","USD_CAP","A","1986",9428.418903,"E"
"IRL","GDP","TOT","USD_CAP","A","1987",10109.207977,"E"
"IRL","GDP","TOT","USD_CAP","A","1988",11049.271624,"E"
"IRL","GDP","TOT","USD_CAP","A","1989",12222.712923,"E"
"IRL","GDP","TOT","USD_CAP","A","1990",13769.518615,"E"
"IRL","GDP","TOT","USD_CAP","A","1991",14427.555472,"E"
"IRL","GDP","TOT","USD_CAP","A","1992",15125.291633,"E"
"IRL","GDP","TOT","USD_CAP","A","1993",15816.036279,"E"
"IRL","GDP","TOT","USD_CAP","A","1994",17026.384047,"E"
"IRL","GDP","TOT","USD_CAP","A","1995",18977.220551,
"IRL","GDP","TOT","USD_CAP","A","1996",20543.606384,
"IRL","GDP","TOT","USD_CAP","A","1997",22686.512568,
"IRL","GDP","TOT","USD_CAP","A","1998",25049.543024,
"IRL","GDP","TOT","USD_CAP","A","1999",26995.533313,
"IRL","GDP","TOT","USD_CAP","A","2000",30185.182728,
"IRL","GDP","TOT","USD_CAP","A","2001",32566.578165,
"IRL","GDP","TOT","USD_CAP","A","2002",35212.94778,
"IRL","GDP","TOT","USD_CAP","A","2003",36233.47711,
"IRL","GDP","TOT","USD_CAP","A","2004",38697.209778,
"IRL","GDP","TOT","USD_CAP","A","2005",40437.080879,
"IRL","GDP","TOT","USD_CAP","A","2006",44243.985255,
"IRL","GDP","TOT","USD_CAP","A","2007",46746.547398,
"IRL","GDP","TOT","USD_CAP","A","2008",44219.775877,
"IRL","GDP","TOT","USD_CAP","A","2009",41587.138158,
"IRL","GDP","TOT","USD_CAP","A","2010",43295.792546,
"IRL","GDP","TOT","USD_CAP","A","2011",44952.72334,
"IRL","GDP","TOT","USD_CAP","A","2012",46304.198681,
"IRL","GDP","TOT","USD_CAP","A","2013",48006.067498,
"IRL","GDP","TOT","USD_CAP","A","2014",51250.483666,
"IRL","GDP","TOT","USD_CAP","A","2015",69050.407629,
"IRL","GDP","TOT","USD_CAP","A","2016",71020.497599,
"ITA","GDP","TOT","USD_CAP","A","1970",3614.594319,"E"
"ITA","GDP","TOT","USD_CAP","A","1971",3848.880039,"E"
"ITA","GDP","TOT","USD_CAP","A","1972",4139.875313,"E"
"ITA","GDP","TOT","USD_CAP","A","1973",4646.282281,"E"
"ITA","GDP","TOT","USD_CAP","A","1974",5308.08212,"E"
"ITA","GDP","TOT","USD_CAP","A","1975",5644.715024,"E"
"ITA","GDP","TOT","USD_CAP","A","1976",6347.957585,"E"
"ITA","GDP","TOT","USD_CAP","A","1977",6885.716708,"E"
"ITA","GDP","TOT","USD_CAP","A","1978",7581.787602,"E"
"ITA","GDP","TOT","USD_CAP","A","1979",8674.994479,"E"
"ITA","GDP","TOT","USD_CAP","A","1980",9762.89815,"E"
"ITA","GDP","TOT","USD_CAP","A","1981",10762.331015,"E"
"ITA","GDP","TOT","USD_CAP","A","1982",11467.775656,"E"
"ITA","GDP","TOT","USD_CAP","A","1983",12051.885,"E"
"ITA","GDP","TOT","USD_CAP","A","1984",12886.614432,"E"
"ITA","GDP","TOT","USD_CAP","A","1985",13662.167916,"E"
"ITA","GDP","TOT","USD_CAP","A","1986",14335.127645,"E"
"ITA","GDP","TOT","USD_CAP","A","1987",15156.921147,"E"
"ITA","GDP","TOT","USD_CAP","A","1988",16341.824809,"E"
"ITA","GDP","TOT","USD_CAP","A","1989",17544.74422,"E"
"ITA","GDP","TOT","USD_CAP","A","1990",18547.430568,"E"
"ITA","GDP","TOT","USD_CAP","A","1991",19450.34485,"E"
"ITA","GDP","TOT","USD_CAP","A","1992",20051.939136,"E"
"ITA","GDP","TOT","USD_CAP","A","1993",20339.543742,"E"
"ITA","GDP","TOT","USD_CAP","A","1994",21216.390378,"E"
"ITA","GDP","TOT","USD_CAP","A","1995",22286.234707,
"ITA","GDP","TOT","USD_CAP","A","1996",22968.114761,
"ITA","GDP","TOT","USD_CAP","A","1997",23818.953299,
"ITA","GDP","TOT","USD_CAP","A","1998",24946.948785,
"ITA","GDP","TOT","USD_CAP","A","1999",25531.621776,
"ITA","GDP","TOT","USD_CAP","A","2000",27027.178863,
"ITA","GDP","TOT","USD_CAP","A","2001",27929.826375,
"ITA","GDP","TOT","USD_CAP","A","2002",28621.245602,
"ITA","GDP","TOT","USD_CAP","A","2003",29030.945494,
"ITA","GDP","TOT","USD_CAP","A","2004",29366.155608,
"ITA","GDP","TOT","USD_CAP","A","2005",29937.5842,
"ITA","GDP","TOT","USD_CAP","A","2006",32174.568766,
"ITA","GDP","TOT","USD_CAP","A","2007",33794.632603,
"ITA","GDP","TOT","USD_CAP","A","2008",35154.80175,
"ITA","GDP","TOT","USD_CAP","A","2009",34234.191402,
"ITA","GDP","TOT","USD_CAP","A","2010",34684.956382,
"ITA","GDP","TOT","USD_CAP","A","2011",35935.483952,
"ITA","GDP","TOT","USD_CAP","A","2012",35757.023679,
"ITA","GDP","TOT","USD_CAP","A","2013",35885.39085,
"ITA","GDP","TOT","USD_CAP","A","2014",36070.848203,
"ITA","GDP","TOT","USD_CAP","A","2015",36836.394875,
"ITA","GDP","TOT","USD_CAP","A","2016",39045.171474,
"JPN","GDP","TOT","USD_CAP","A","1970",3283.240245,"E"
"JPN","GDP","TOT","USD_CAP","A","1971",3576.258357,"E"
"JPN","GDP","TOT","USD_CAP","A","1972",3990.275054,"E"
"JPN","GDP","TOT","USD_CAP","A","1973",4443.245651,"E"
"JPN","GDP","TOT","USD_CAP","A","1974",4718.602094,"E"
"JPN","GDP","TOT","USD_CAP","A","1975",5250.24191,"E"
"JPN","GDP","TOT","USD_CAP","A","1976",5695.524931,"E"
"JPN","GDP","TOT","USD_CAP","A","1977",6253.444969,"E"
"JPN","GDP","TOT","USD_CAP","A","1978",6982.402573,"E"
"JPN","GDP","TOT","USD_CAP","A","1979",7910.311248,"E"
"JPN","GDP","TOT","USD_CAP","A","1980",8798.01612,
"JPN","GDP","TOT","USD_CAP","A","1981",9964.208885,
"JPN","GDP","TOT","USD_CAP","A","1982",10854.228862,
"JPN","GDP","TOT","USD_CAP","A","1983",11597.812899,
"JPN","GDP","TOT","USD_CAP","A","1984",12476.932608,
"JPN","GDP","TOT","USD_CAP","A","1985",13461.871876,
"JPN","GDP","TOT","USD_CAP","A","1986",14118.54708,
"JPN","GDP","TOT","USD_CAP","A","1987",15080.27269,
"JPN","GDP","TOT","USD_CAP","A","1988",16602.785846,
"JPN","GDP","TOT","USD_CAP","A","1989",18024.313321,
"JPN","GDP","TOT","USD_CAP","A","1990",19549.491377,
"JPN","GDP","TOT","USD_CAP","A","1991",20818.777627,
"JPN","GDP","TOT","USD_CAP","A","1992",21393.467198,
"JPN","GDP","TOT","USD_CAP","A","1993",21722.216554,
"JPN","GDP","TOT","USD_CAP","A","1994",22374.51341,
"JPN","GDP","TOT","USD_CAP","A","1995",23410.200119,
"JPN","GDP","TOT","USD_CAP","A","1996",24524.086774,
"JPN","GDP","TOT","USD_CAP","A","1997",25155.380004,
"JPN","GDP","TOT","USD_CAP","A","1998",25084.178743,
"JPN","GDP","TOT","USD_CAP","A","1999",25334.510151,
"JPN","GDP","TOT","USD_CAP","A","2000",26841.230679,
"JPN","GDP","TOT","USD_CAP","A","2001",27476.22071,
"JPN","GDP","TOT","USD_CAP","A","2002",28170.054375,
"JPN","GDP","TOT","USD_CAP","A","2003",28943.718415,
"JPN","GDP","TOT","USD_CAP","A","2004",30354.456953,
"JPN","GDP","TOT","USD_CAP","A","2005",31667.91436,
"JPN","GDP","TOT","USD_CAP","A","2006",33094.337772,
"JPN","GDP","TOT","USD_CAP","A","2007",34507.170331,
"JPN","GDP","TOT","USD_CAP","A","2008",34803.657814,
"JPN","GDP","TOT","USD_CAP","A","2009",33201.98701,
"JPN","GDP","TOT","USD_CAP","A","2010",34994.372256,
"JPN","GDP","TOT","USD_CAP","A","2011",35775.256332,
"JPN","GDP","TOT","USD_CAP","A","2012",37213.837398,
"JPN","GDP","TOT","USD_CAP","A","2013",39008.36056,
"JPN","GDP","TOT","USD_CAP","A","2014",39183.465681,
"JPN","GDP","TOT","USD_CAP","A","2015",40406.095333,
"JPN","GDP","TOT","USD_CAP","A","2016",41129.254831,
"KOR","GDP","TOT","USD_CAP","A","1970",603.949995,
"KOR","GDP","TOT","USD_CAP","A","1971",687.222663,
"KOR","GDP","TOT","USD_CAP","A","1972",753.934189,
"KOR","GDP","TOT","USD_CAP","A","1973",897.15242,
"KOR","GDP","TOT","USD_CAP","A","1974",1052.22754,
"KOR","GDP","TOT","USD_CAP","A","1975",1219.394647,
"KOR","GDP","TOT","USD_CAP","A","1976",1432.172514,
"KOR","GDP","TOT","USD_CAP","A","1977",1681.513479,
"KOR","GDP","TOT","USD_CAP","A","1978",1963.667838,
"KOR","GDP","TOT","USD_CAP","A","1979",2275.244079,
"KOR","GDP","TOT","USD_CAP","A","1980",2400.824267,
"KOR","GDP","TOT","USD_CAP","A","1981",2773.126948,
"KOR","GDP","TOT","USD_CAP","A","1982",3138.93686,
"KOR","GDP","TOT","USD_CAP","A","1983",3639.77095,
"KOR","GDP","TOT","USD_CAP","A","1984",4113.768771,
"KOR","GDP","TOT","USD_CAP","A","1985",4527.924657,
"KOR","GDP","TOT","USD_CAP","A","1986",5086.705924,
"KOR","GDP","TOT","USD_CAP","A","1987",5804.861878,
"KOR","GDP","TOT","USD_CAP","A","1988",6659.612679,
"KOR","GDP","TOT","USD_CAP","A","1989",7334.25724,
"KOR","GDP","TOT","USD_CAP","A","1990",8273.460669,
"KOR","GDP","TOT","USD_CAP","A","1991",9345.758967,
"KOR","GDP","TOT","USD_CAP","A","1992",10044.181915,
"KOR","GDP","TOT","USD_CAP","A","1993",10875.032833,
"KOR","GDP","TOT","USD_CAP","A","1994",12008.350025,
"KOR","GDP","TOT","USD_CAP","A","1995",13299.158794,
"KOR","GDP","TOT","USD_CAP","A","1996",14432.899755,
"KOR","GDP","TOT","USD_CAP","A","1997",15406.079575,
"KOR","GDP","TOT","USD_CAP","A","1998",14621.142691,
"KOR","GDP","TOT","USD_CAP","A","1999",16392.695045,
"KOR","GDP","TOT","USD_CAP","A","2000",18082.997498,
"KOR","GDP","TOT","USD_CAP","A","2001",19168.281479,
"KOR","GDP","TOT","USD_CAP","A","2002",20774.990028,
"KOR","GDP","TOT","USD_CAP","A","2003",21376.913466,
"KOR","GDP","TOT","USD_CAP","A","2004",22936.582181,
"KOR","GDP","TOT","USD_CAP","A","2005",24196.20341,
"KOR","GDP","TOT","USD_CAP","A","2006",25821.12728,
"KOR","GDP","TOT","USD_CAP","A","2007",27822.069661,
"KOR","GDP","TOT","USD_CAP","A","2008",28655.812931,
"KOR","GDP","TOT","USD_CAP","A","2009",28325.114497,
"KOR","GDP","TOT","USD_CAP","A","2010",30365.346992,
"KOR","GDP","TOT","USD_CAP","A","2011",31228.284323,
"KOR","GDP","TOT","USD_CAP","A","2012",32097.070005,
"KOR","GDP","TOT","USD_CAP","A","2013",32615.703397,
"KOR","GDP","TOT","USD_CAP","A","2014",33587.357693,
"KOR","GDP","TOT","USD_CAP","A","2015",35760.697299,
"KOR","GDP","TOT","USD_CAP","A","2016",37142.620555,
"LUX","GDP","TOT","USD_CAP","A","1970",5431.60637,"E"
"LUX","GDP","TOT","USD_CAP","A","1971",5804.402143,"E"
"LUX","GDP","TOT","USD_CAP","A","1972",6376.635832,"E"
"LUX","GDP","TOT","USD_CAP","A","1973",7204.122401,"E"
"LUX","GDP","TOT","USD_CAP","A","1974",8077.173031,"E"
"LUX","GDP","TOT","USD_CAP","A","1975",8155.811875,"E"
"LUX","GDP","TOT","USD_CAP","A","1976",8778.712484,"E"
"LUX","GDP","TOT","USD_CAP","A","1977",9452.195577,"E"
"LUX","GDP","TOT","USD_CAP","A","1978",10511.866931,"E"
"LUX","GDP","TOT","USD_CAP","A","1979",11622.130895,"E"
"LUX","GDP","TOT","USD_CAP","A","1980",12729.424545,"E"
"LUX","GDP","TOT","USD_CAP","A","1981",13819.213438,"E"
"LUX","GDP","TOT","USD_CAP","A","1982",14830.872439,"E"
"LUX","GDP","TOT","USD_CAP","A","1983",15868.093278,"E"
"LUX","GDP","TOT","USD_CAP","A","1984",17443.427768,"E"
"LUX","GDP","TOT","USD_CAP","A","1985",18467.161998,"E"
"LUX","GDP","TOT","USD_CAP","A","1986",20624.312817,"E"
"LUX","GDP","TOT","USD_CAP","A","1987",21827.022651,"E"
"LUX","GDP","TOT","USD_CAP","A","1988",24299.639155,"E"
"LUX","GDP","TOT","USD_CAP","A","1989",27454.815867,"E"
"LUX","GDP","TOT","USD_CAP","A","1990",29660.033441,"E"
"LUX","GDP","TOT","USD_CAP","A","1991",32866.127452,"E"
"LUX","GDP","TOT","USD_CAP","A","1992",33764.506251,"E"
"LUX","GDP","TOT","USD_CAP","A","1993",35509.650643,"E"
"LUX","GDP","TOT","USD_CAP","A","1994",37112.844238,"E"
"LUX","GDP","TOT","USD_CAP","A","1995",39549.85296,
"LUX","GDP","TOT","USD_CAP","A","1996",41320.081463,
"LUX","GDP","TOT","USD_CAP","A","1997",42805.30519,
"LUX","GDP","TOT","USD_CAP","A","1998",44344.827397,
"LUX","GDP","TOT","USD_CAP","A","1999",50526.653189,
"LUX","GDP","TOT","USD_CAP","A","2000",55263.390063,
"LUX","GDP","TOT","USD_CAP","A","2001",55852.198507,
"LUX","GDP","TOT","USD_CAP","A","2002",58709.015363,
"LUX","GDP","TOT","USD_CAP","A","2003",59955.39707,
"LUX","GDP","TOT","USD_CAP","A","2004",63993.308202,
"LUX","GDP","TOT","USD_CAP","A","2005",68140.65238,
"LUX","GDP","TOT","USD_CAP","A","2006",77903.93005,
"LUX","GDP","TOT","USD_CAP","A","2007",83858.235727,
"LUX","GDP","TOT","USD_CAP","A","2008",86591.985457,
"LUX","GDP","TOT","USD_CAP","A","2009",82206.353504,
"LUX","GDP","TOT","USD_CAP","A","2010",85514.872976,
"LUX","GDP","TOT","USD_CAP","A","2011",91814.036613,
"LUX","GDP","TOT","USD_CAP","A","2012",91526.720705,
"LUX","GDP","TOT","USD_CAP","A","2013",95246.113893,
"LUX","GDP","TOT","USD_CAP","A","2014",100933.604548,
"LUX","GDP","TOT","USD_CAP","A","2015",102817.285634,
"LUX","GDP","TOT","USD_CAP","A","2016",104702.347523,
"MEX","GDP","TOT","USD_CAP","A","1970",1820.608623,"E"
"MEX","GDP","TOT","USD_CAP","A","1971",1926.670877,"E"
"MEX","GDP","TOT","USD_CAP","A","1972",2109.815195,"E"
"MEX","GDP","TOT","USD_CAP","A","1973",2334.600187,"E"
"MEX","GDP","TOT","USD_CAP","A","1974",2615.183733,"E"
"MEX","GDP","TOT","USD_CAP","A","1975",2925.653409,"E"
"MEX","GDP","TOT","USD_CAP","A","1976",3122.74035,"E"
"MEX","GDP","TOT","USD_CAP","A","1977",3332.255689,"E"
"MEX","GDP","TOT","USD_CAP","A","1978",3752.920092,"E"
"MEX","GDP","TOT","USD_CAP","A","1979",4313.679838,"E"
"MEX","GDP","TOT","USD_CAP","A","1980",4938.446663,"E"
"MEX","GDP","TOT","USD_CAP","A","1981",5745.183348,"E"
"MEX","GDP","TOT","USD_CAP","A","1982",5919.322519,"E"
"MEX","GDP","TOT","USD_CAP","A","1983",5755.280187,"E"
"MEX","GDP","TOT","USD_CAP","A","1984",6043.259368,"E"
"MEX","GDP","TOT","USD_CAP","A","1985",6271.723477,"E"
"MEX","GDP","TOT","USD_CAP","A","1986",6031.91848,"E"
"MEX","GDP","TOT","USD_CAP","A","1987",6169.587936,"E"
"MEX","GDP","TOT","USD_CAP","A","1988",6338.113703,"E"
"MEX","GDP","TOT","USD_CAP","A","1989",6729.240554,"E"
"MEX","GDP","TOT","USD_CAP","A","1990",7193.840417,"E"
"MEX","GDP","TOT","USD_CAP","A","1991",7614.179405,"E"
"MEX","GDP","TOT","USD_CAP","A","1992",7935.803214,"E"
"MEX","GDP","TOT","USD_CAP","A","1993",8277.718254,
"MEX","GDP","TOT","USD_CAP","A","1994",8733.591563,
"MEX","GDP","TOT","USD_CAP","A","1995",8228.851768,
"MEX","GDP","TOT","USD_CAP","A","1996",8817.658792,
"MEX","GDP","TOT","USD_CAP","A","1997",9452.91663,
"MEX","GDP","TOT","USD_CAP","A","1998",9922.291159,
"MEX","GDP","TOT","USD_CAP","A","1999",10216.053137,
"MEX","GDP","TOT","USD_CAP","A","2000",10870.409616,
"MEX","GDP","TOT","USD_CAP","A","2001",10931.09473,
"MEX","GDP","TOT","USD_CAP","A","2002",10999.980338,
"MEX","GDP","TOT","USD_CAP","A","2003",11302.737554,
"MEX","GDP","TOT","USD_CAP","A","2004",11921.837127,
"MEX","GDP","TOT","USD_CAP","A","2005",12522.285892,
"MEX","GDP","TOT","USD_CAP","A","2006",13700.058404,
"MEX","GDP","TOT","USD_CAP","A","2007",14209.823656,
"MEX","GDP","TOT","USD_CAP","A","2008",14859.955529,
"MEX","GDP","TOT","USD_CAP","A","2009",14508.048437,
"MEX","GDP","TOT","USD_CAP","A","2010",15238.844527,
"MEX","GDP","TOT","USD_CAP","A","2011",16522.039507,
"MEX","GDP","TOT","USD_CAP","A","2012",17195.207181,
"MEX","GDP","TOT","USD_CAP","A","2013",17437.315321,
"MEX","GDP","TOT","USD_CAP","A","2014",18142.781242,"E"
"MEX","GDP","TOT","USD_CAP","A","2015",18413.816578,"E"
"MEX","GDP","TOT","USD_CAP","A","2016",18944.721916,"E"
"NLD","GDP","TOT","USD_CAP","A","1969",4086.836185,"E"
"NLD","GDP","TOT","USD_CAP","A","1970",4412.54919,"E"
"NLD","GDP","TOT","USD_CAP","A","1971",4777.622651,"E"
"NLD","GDP","TOT","USD_CAP","A","1972",5056.951473,"E"
"NLD","GDP","TOT","USD_CAP","A","1973",5597.254145,"E"
"NLD","GDP","TOT","USD_CAP","A","1974",6311.270555,"E"
"NLD","GDP","TOT","USD_CAP","A","1975",6845.206119,"E"
"NLD","GDP","TOT","USD_CAP","A","1976",7505.596192,"E"
"NLD","GDP","TOT","USD_CAP","A","1977",8076.438293,"E"
"NLD","GDP","TOT","USD_CAP","A","1978",8793.329864,"E"
"NLD","GDP","TOT","USD_CAP","A","1979",9649.655098,"E"
"NLD","GDP","TOT","USD_CAP","A","1980",10775.826955,"E"
"NLD","GDP","TOT","USD_CAP","A","1981",11621.702162,"E"
"NLD","GDP","TOT","USD_CAP","A","1982",12131.26342,"E"
"NLD","GDP","TOT","USD_CAP","A","1983",12817.213869,"E"
